"('Участники', 'std')","('Участники', 'count')","('Участники', 'median')","('Ставки', 'std')","('Ставки', 'count')","('Ставки', 'median')","('НМЦК', 'std')","('НМЦК', 'count')","('НМЦК', 'median')",ИНН
3.7595543730938488,105,4.0,29.55779710944931,105,29.0,367999.4075349688,105,229854.0,03afc06858018c8ee5ac8c3492e97dfe
3.011090610836324,6,1.0,21.264210934494294,6,1.5,146771.809339078,6,96625.0,03c252ee3f307abb5a68cbd4db06b512
3.1089415495268966,148,4.0,35.976673204903804,148,31.5,243637.01137502916,148,306980.58999999997,03e3f9618965bda7f6a68ae21da9cf10
3.7825510317366913,27,3.0,34.46146532857523,27,6.0,101336.03452703469,27,35973.7,03eda81569e482e4a0ea67d0f640239a
3.615317120241341,182,3.0,36.966303427526896,182,19.0,197970.91162419366,182,123626.5,040f1570117a744d529f4675f827a50f
2.9910641327903096,45,2.0,31.959839066104713,45,2.0,50409.83002846268,45,13496.36,0437e0f38263c6691f8179c2f108ad36
2.701851217221259,5,3.0,51.28157563881984,5,16.0,68153.44943138887,5,57540.0,043bd9d327fe39fc41a7c847cdca21d9
3.119152582635867,216,3.0,37.35691363796927,216,24.5,183527.32277053312,216,84592.75,043c57e3922384625d8582c3ad63a977
3.1776931849659706,179,3.0,39.76152075085994,179,22.0,180287.5786430683,179,158000.0,044038c3e51a7b0dc53f93d39d327439
2.032766541550386,69,2.0,30.41648944815182,69,17.0,46428.73071322766,69,16747.5,04642a44e506228d42dc96238f2c4cb2
3.4166016494037845,128,4.0,39.834925589888684,128,27.5,438030.0775374087,128,38964.075,04888c469a2d415eabec482a8c0a8708
2.5004407325008353,121,2.0,26.165180424882735,121,2.0,40875.80831686794,121,9309.0,049cd2fa1e7db09bc2be911ef6bfc301
1.9852396506689653,17,2.0,29.19281740831628,17,3.0,12409.87338906393,17,13849.0,049f7223dcf6c0612b4e3e5792e39cad
1.1892374507581378,21,2.0,10.881832828815453,21,3.0,114296.84577514647,21,71200.0,04c818ce5faf1df071892ee8a286e775
2.982830477731876,284,2.0,38.853718538694324,284,2.0,159319.49113977718,284,52250.0,04cc65b6bfdbb1e65b03b0fc714d9805
4.185110693297313,34,4.0,48.87669559768766,34,27.5,227369.4518591459,34,126375.0,04e96c64d79626ea3f023b2bec21049b
3.3421490802039786,23,1.0,30.73416556222609,23,1.0,56422.91088010578,23,29580.0,04f130c6e7c0c0202f58ad87f33553ae
1.0,3,1.0,1.0,3,1.0,923.2089603840149,3,2020.0,04fe0c346bb30fa85e2156a64da31a7d
2.867832192143189,166,3.0,34.21250515980915,166,30.5,169399.76588590312,166,74757.0,050ad4f5f4b90d08f121f95dfe7bf609
2.130454089842893,174,1.0,25.094492872343494,174,1.0,80839.30106742798,174,9247.715,0523e8a3cb12397f41ea3efa52b56655
2.8233326207668408,43,4.0,38.56161025113676,43,43.0,116506.509991977,43,82401.36,0523eaa3a46a028779b7952f1616e3e3
3.309312894115752,180,3.0,34.26550358872175,180,9.5,290074.18081535946,180,90850.0,053f2dffa4417b85b81e6ac350deac02
0.9870962335856491,13,1.0,10.331678941178424,13,1.0,8072.82472882697,13,12650.0,0559e9e5e596ede2d696c67b81b89c67
3.7815340802378077,5,2.0,25.667099563448925,5,2.0,927512.5793768406,5,56144.0,05623c32edd1332075ce1562248323f0
4.618802153517007,3,1.0,41.569219381653056,3,1.0,100784.66371727065,3,84239.1,05733b0508aeb3c7032ac2b95bfd3fad
1.3562026818605375,8,0.5,12.939419284827716,8,0.5,2431.3930735100193,8,3686.5,05b6b05e5fba6de92f0831a704549ab8
4.8699829436013164,32,3.0,43.22175331563285,32,7.0,83539.46732931824,32,41631.525,05c5e358f3f33ab83cbeef531b9773ad
,1,2.0,,1,15.0,,1,11100.0,05f6b2e7e9050bd58ef2b41a25e8bb1e
0.9161253813129042,8,3.0,27.281273011772324,8,10.5,33172.58371731165,8,9266.5,060d3ae149a74abe8e7131b28bd11186
3.431213202894255,184,3.0,40.33174972199842,184,24.0,368850.2690904322,184,32533.75,065229455eb9328f61c309f9528e223b
2.244674548745816,48,1.0,26.24272104415658,48,1.0,27442.45889145041,48,8280.04,065981539921b2b1d7c441bad7eb9f39
3.389078822210822,96,2.5,44.562275318692464,96,20.5,93975.46748936293,96,34200.0,067bb6cd63d26ca7867b24d3cc03d5e0
3.1950857712007377,424,3.0,34.30293151057224,424,13.5,173210.89678902086,424,48726.225,067cf1ceb7d6a31927731f9d1a14c8aa
2.5175865763143,93,2.0,41.526871612471034,93,8.0,200675.83057381352,93,111020.0,069aa0f341bdc802bcbc8d7f97fd4da6
3.240935978734426,164,4.0,41.29186850831499,164,31.0,172818.12537857256,164,78870.0,06b065f34ea5ad69617b3da907cb61f1
3.676309866875769,60,2.0,30.220021798703655,60,8.0,200711.00285206473,60,312083.0,06ee516d5e457acfaa30bcaabbbf8756
2.2750787759664504,70,2.0,31.25075568444484,70,4.0,152182.27791392608,70,72679.06,06fc95c90246df6dfab374a23a3f2d12
2.9226117564673,187,3.0,36.05643373466432,187,17.0,145073.52427157137,187,61853.0,06fd5cf3a23683fdb6ee46d640f6e3e0
2.2340383656855223,32,3.0,32.73117225362963,32,4.0,26572.65886426968,32,12373.875,0702275ec249f6384d3e6bbd0f566347
2.2441667652486825,53,2.0,36.06619860961286,53,11.0,523638.90886778233,53,54000.0,0729084669ab460128e855db3b572f30
2.8424666380486165,72,3.0,35.01815983167692,72,19.0,128123.07064228617,72,77692.5,0729bc6dde98b962d814de82aed75301
2.279132388529557,9,4.0,29.21472231598308,9,26.0,20440.48423759296,9,15628.24,072a2b176e5804e4f741d4245c38381a
3.8078865529319543,8,4.5,41.68568613530823,8,23.0,38772.300816985844,8,68873.0,072b56b752857bd6e44594e95be3b49f
1.956231025937332,22,1.0,19.01975505234182,22,1.0,24573.379607461586,22,7668.15,072c3c6afd5e5ce235e5efb174f479d6
1.575504185565744,23,2.0,24.902021442781685,23,2.0,55379.52971038681,23,48543.0,072dbbf69d96673e1808ea386ce55273
3.1144823004794873,21,4.0,28.703492404069507,21,25.0,84382.58478446915,21,160733.33,076e8b8e9160affe3ad8bf64dc3f12c2
3.404876330244393,252,3.0,42.22539520840405,252,13.5,157020.74588330186,252,52179.0,07710d7667697c31dd05cd53b5779587
3.6976651109487015,11,2.0,47.619514716323835,11,6.0,232131.98920660355,11,149903.0,079b4c465c202b23c738586f23bcc9d1
2.86026578587266,157,2.0,26.716822116925464,157,2.0,116261.78637967566,157,20055.0,079cabd592273b8115e2ba2b6ef9ba60
1.9966549566819956,34,2.0,34.9717991811676,34,2.5,74231.87607987906,34,28517.8,07a9d3b45cf200bfe3db6a8545633c85
4.929503017546495,5,2.0,25.713809519400268,5,5.0,50045.672560941974,5,81164.7,07b22515474349d5f97c830d707acc10
2.913019204943451,59,4.0,34.51776831766205,59,25.0,224020.1738579824,59,113661.0,07b48fbc2c51579160ed66faa9686b5f
3.2537986088886,55,3.0,32.53516098525871,55,15.0,105387.52522332354,55,25680.0,07b81e2c4866bc84ebc1bd5bffa5b3ab
2.057983021710106,18,1.0,26.796009848312302,18,1.0,21527.1103606196,18,6160.15,07d52df0c1d0829c234a1a25da30accf
2.036300603182189,91,1.0,19.23328921218141,91,1.0,71852.60104866225,91,8083.78,07f3f6a17fd01c7c71cfca8cd5f08ffd
0.0,2,1.0,0.0,2,1.0,485.8672114889005,2,1889.4500000000003,083c0c0973ba0703be1528737c77e822
3.3415637539060783,258,4.0,40.230477414559076,258,34.5,160981.22270002423,258,59982.854999999996,0856deb521b748bd1f4b1051519ee3ef
1.414213562373095,8,1.5,12.601020366847848,8,2.0,3399.6452275704974,8,2869.4,087da786126800b8e079ceb4e03f2c70
1.9215378456610455,13,4.0,26.549904630665548,13,11.0,30044.296098872805,13,13769.84,08a25115e143c0e8b8d05cf133b4d00e
1.976265704378151,58,2.0,27.452758741016144,58,19.5,183071.10699846683,58,215300.0,08a8df51620c5e4bb93be6b291e00a22
1.9148542155126764,7,2.0,6.047431568147635,7,2.0,201178.02606393563,7,382687.2,08a9fd29a258b09cde79fc3dd654ecb8
3.0550504633038935,3,4.0,44.034077712607996,3,47.0,45113.196886646525,3,60000.0,08b799e3e70a00f63689ea988d259009
2.5293153020997394,13,2.0,27.90299129263605,13,3.0,19384.93595582947,13,20724.75,08dce9faca4bb4eaf8f2beb5686bdfff
2.829128532599439,28,2.5,34.764418804502036,28,4.5,58060.81278195777,28,33580.615,08ed19ecf183f5192cb668a3141d25d0
2.174229226018436,12,2.0,30.00858463032123,12,4.0,110351.8549508457,12,35030.0,08ee6bd5aa2dff5347556316eedf28a5
4.320731182186408,300,4.0,45.30529216689544,300,36.5,173629.28300614483,300,62873.0,08ee92d02740f330527552e14f5817f5
3.3165281506959916,40,2.0,44.774964387450225,40,13.0,131639.2204827308,40,33000.0,08f95219137fc579e79d9fd9561d6e67
0.7047921864945658,18,0.0,1.2432826042324119,18,0.0,12645.017736233409,18,6819.75,0909b764827934181e8a5f60b028de81
4.464341861764898,67,3.0,42.15456901485987,67,19.0,133606.9375564796,67,46400.0,09114b80c6c97b5e95f47bd569c8fb16
3.315621424793079,58,2.0,43.127184269188106,58,7.5,127424.25753753136,58,48783.0,0920fe6f0c0667154c79c0b563fb638b
1.6461888980912118,70,1.0,15.027207898531016,70,1.0,3970695.364809903,70,250077.22999999998,0969f96cd6dc3121e7bed6ba8baf8d41
2.3767883387078332,76,1.0,31.898751556717592,76,1.0,158692.39799615633,76,88910.0,09733b75e0e476c11055535b889bea50
2.594557742610671,47,2.0,31.055514137941387,47,10.0,124636.97505970724,47,80000.0,097c93b336cff4e04dc25f5557b720fd
0.7071067811865476,2,1.5,4.242640687119285,2,4.0,13614.98751835638,2,40527.25,0988789fde3d06e8ccf4c8ccff060e79
,1,0.0,,1,0.0,,1,1501928.0,099d1aec0d7c0fc453b9580d2dd67207
2.124783726018472,17,4.0,30.79175787351506,17,19.0,8977.90316183192,17,10447.65,09b8b27b74420f3aea2be57fa740d1ce
,1,1.0,,1,1.0,,1,844033.0,09c00101524fa4622ea2fecb6a16ae19
2.9958592908768344,241,2.0,37.58488916438771,241,2.0,145451.35657420036,241,31884.0,09c0204f355fec2dad187c31d05ad94c
1.4696938456699071,25,3.0,15.600961508830153,25,8.0,29307.101432401752,25,48100.0,09c2878632e07d399898c6f6ced7bf58
3.1223315531400444,244,2.0,36.99765855904647,244,3.5,184273.5710180068,244,69994.75,09c72956ce4595f9861afb75c3cbc274
2.962684060011081,113,3.0,39.07642071801714,113,38.0,123225.01482091726,113,69077.4,09c797cbec5f4537cc54a5ba8ea13c89
4.160977985567069,240,3.0,36.55392622298187,240,12.5,216682.4449660172,240,93606.0,09ef3cf9aa840be9e62e4b28b57812ae
3.230110347672531,54,3.0,36.80834074347702,54,20.0,118603.04118647646,54,33225.0,09f88c7ace1f5eb98c9c1b9db08d94bd
3.2723412335562356,152,2.0,37.16413377126234,152,7.5,231453.69122485054,152,46377.0,0a206f0f26d61641327a945f2cfc828f
1.9348358440936906,13,2.0,45.4964072968743,13,2.0,46786.20710724343,13,49600.0,0a2853523e88146169797efc75b4e4b0
1.9462473604038075,12,1.0,34.29020533356693,12,1.0,36620.51962295923,12,13213.535,0a2d043757a30116d25319f5e2f31dd0
2.5732350187144712,26,3.5,34.5431057353874,26,13.0,58765.17755250579,26,51630.965,0a53fac18dead97ff9915769398c86c6
2.3389288649495343,17,4.0,38.50085942509061,17,44.0,40520.41145881017,17,40363.24,0a577e039bb0ef276c3639f98f998d1b
2.5099800796022267,5,4.0,36.69741135284613,5,50.0,38329.74424758898,5,8703.3,0a598350d9ac82369f562850c1ffe575
2.1213203435596424,2,1.5,3.5355339059327378,2,2.5,393893.8324599663,2,319875.0,0a67132307e16c7675053319d433d3be
4.320958543069314,84,3.0,42.7710284194765,84,20.0,216769.1699995226,84,183224.0,0a69a849633736addbbc2456750f401e
2.1444023732642945,26,1.0,25.43214198910202,26,1.0,44509.40383586968,26,24888.045,0a79b42f08d3c85cea61c45b76421410
2.520970273073853,182,3.0,34.08159291188322,182,17.0,166500.9390669143,182,49406.33,0a9269a11369e2662013218a77aaad38
2.8012504988484124,136,2.0,34.11901188014623,136,9.0,125321.95629613487,136,46318.16,0ab198ba254d58e3332037fe7fa16b00
2.7436796055257213,9,2.0,30.655795174449118,9,2.0,138786.08010094598,9,49051.66,0abfed37a7b5d6c1313e4113d88827f2
3.244312287510337,116,3.0,34.56610033477631,116,18.0,174110.14548941102,116,63820.0,0ac54a7af43efc5210cb54ac42268e5e
3.1824408716304333,166,2.0,41.73048664803357,166,11.5,120976.48714774908,166,27770.0,0ad65498487a8275ab0915e10deaeb59
3.451326431292517,57,3.0,31.33988826545538,57,7.0,100644.11693033997,57,34750.0,0af0f2d4ad5686e65079bb34a80f83fd
2.521504152936757,35,2.0,24.534421026917478,35,2.0,46040.233181936725,35,32900.0,0b116bc20c776eead3067e76a136177f
2.378141197564929,10,3.0,32.7305497798141,10,36.5,78541.08550384456,10,46723.5,0b1245cc846cc702478f7b2ac721ea5a
3.8426694168797138,97,3.0,37.69876589719908,97,26.0,132495.76124980554,97,44460.0,0b1578e29f0614ffa619d7e29a49bb51
,1,4.0,,1,85.0,,1,234600.0,0b5830c08bc7ea454ae27cec06216e31
2.0898916380577077,17,2.0,28.272180256757494,17,2.0,33918.01673215311,17,25570.0,0b757f2eed9f71c688cb176841af5fc4
2.1802805297497376,24,3.0,29.340455327765103,24,10.5,92413.37324189181,24,35198.104999999996,0b8f3b86ce48ecc9b37ad5a4822f6ed1
2.0639767440550294,25,1.0,29.065328715384133,25,1.0,86854.57515018384,25,70000.0,0ba903178f99534a1696e933765610a4
,1,4.0,,1,52.0,,1,57415.0,0bc098eb2d88a3454c5dcb93f8f855a5
2.6376132290575303,48,2.0,28.604162953980527,48,15.0,138072.79380220675,48,29878.0,0bec5e2efa6640e67e00f663af83a7e2
3.1392475664475255,99,2.0,41.77866210022981,99,2.0,178882.0136569865,99,77130.0,0bf2d5d3c9b031b5b0f38bcea1e62c92
2.6683775940291237,104,2.0,31.660645464791134,104,5.5,184484.81919098904,104,34800.0,0c18dd651eca96048774d93010dfbb21
2.1032463764849436,29,3.0,32.81831610429125,29,17.0,141288.34924847702,29,51942.0,0c625dbe0683107e08da72df1d5866dd
3.2669140289770824,11,3.0,32.7427993471986,11,3.0,65214.317715919635,11,30000.0,0c65b99558b65146503066fa4c7d1d15
2.0454396909739883,17,2.0,38.119490923086765,17,2.0,25305.75279980238,17,57860.0,0c7118a4f6b9a8fbca493a69bcbfe69e
2.159282288168918,16,2.5,32.83640002598742,16,5.0,74376.95786601547,16,41773.53,0c818b520360ba25a8fd4e9f633e6f0b
1.6431676725154982,30,1.0,31.850873785809085,30,1.0,17799.824510793267,30,14293.0,0cbb024c157bd62859e2e1a4bdcd72ef
2.3771374300424193,38,2.0,24.248828629449857,38,2.0,70810.60207845489,38,20800.0,0cc5cefee41a50fc7ea1e92cd92a320e
2.4031004504372624,22,1.5,29.87031855765738,22,1.5,27704.487439491368,22,17987.65,0ceeeb347ef5dbe118840c37c0c897ae
2.790631088781763,337,3.0,36.400552357817574,337,10.0,154091.62786381054,337,34101.6,0cfad2d1199019b7ffe924002b03e909
2.5473537227897873,14,2.0,36.0315033098708,14,2.0,89286.98695594528,14,7220.0,0d29948e9d28d27a8b1edea451405ba1
2.0615528128088303,16,3.0,30.84902753734711,16,38.5,70430.99078758588,16,13410.5,0d38120021f50be3e86bd05685cb1b5f
2.9632789098919154,137,2.0,40.19270882698763,137,7.0,226942.76144918482,137,108000.0,0d38484cc1854bdea8f250952862412a
3.5213633723318027,36,2.0,36.976440375692505,36,2.5,67289.85126954076,36,29688.34,0d4f043b7d6fa8cd778974c384e567c8
3.1622776601683795,4,4.5,16.623276853055575,4,22.0,87236.62844426531,4,115990.59,0d64d3066f7c0858d8f43884e8f3e5cb
3.1985894268889474,440,2.0,39.06748433099814,440,8.0,310224.536570855,440,83250.0,0d66b5154cd78f0b662ad4fe20dfc32e
1.8584142981864145,28,1.0,26.032819131966324,28,1.0,20105.902066927054,28,11505.77,0d90818cdd83ce7366e290d4813eb643
2.559994419636775,8,1.5,22.360679774997898,8,1.5,30593.289833022904,8,19915.57,0d9cd66a08d0d8208275474a336a9997
1.0,3,1.0,58.02585630561603,3,1.0,21131.0198523403,3,25000.0,0da136b7ef99725bf5ee08d21ca3924e
2.8285480364540474,86,3.0,37.73153238674133,86,18.0,197434.8585321659,86,226305.14,0dacfb446c3e8e3fdf35440326ae5c54
,1,3.0,,1,4.0,,1,210000.0,0dc1b635885aca484b55899660202422
1.3458402009296955,47,2.0,18.36307681719664,47,2.0,170812.30488944903,47,63800.0,0dc27e719f66b1038b0b4e9d3076f73c
3.095695936834452,4,4.0,40.74309757492672,4,6.0,3740.1899943574613,4,8696.8,0dcc24a478cbfe6d54ed75e4031808ff
,1,6.0,,1,33.0,,1,180000.0,0dcc68944f026677d68772e22cb541e7
3.8645275264584193,121,4.0,39.264340434445934,121,37.0,133525.92941268705,121,65400.0,0deba103e90b9a0cef01efb0d64d20bf
3.0014915303311476,69,3.0,44.91991073256551,69,27.0,118225.49420102249,69,60500.0,0df3c5b44a61d39113be30b77df28cdf
1.7378309748577796,60,1.5,28.13134548630862,60,1.5,59923.205974254495,60,23558.73,0df59290149cd9ba92475779c2109670
1.9955307206712847,8,0.5,35.928500425945174,8,0.5,23704.105075440857,8,55066.0,0dffd80a547bf827403e1bd15de0073d
1.0298573010888745,12,0.5,22.327452866709883,12,0.5,32240.733700012963,12,10595.0,0e012723ec0bd438e79db8fe85f23e44
3.2292778285736965,51,4.0,42.684873566317954,51,15.0,216251.53077795962,51,83555.0,0e028b99a1fcce22d52525fb74022de0
3.043992686073377,130,3.0,33.51825480077511,130,11.5,54123.80151095757,130,25620.0,0e110f53c4baea3a8f3dd177b5b6d88b
2.429211707265667,34,4.0,30.103993848537748,34,32.0,40351.8079484469,34,16069.8,0e1595ac7dd1382c56bc1a3eab5c5cde
1.7323628606851051,75,2.0,28.9769588491295,75,16.0,213127.04605629947,75,477732.56,0e188a858b4150b5e89819d3a4836fa3
0.5773502691896258,3,0.0,0.5773502691896258,3,0.0,5139.607117731212,3,98100.0,0e3f33ce2973a6216e0ab03cb254c1b0
2.41522945769824,10,2.5,24.25993496373072,10,3.5,211763.56626956174,10,324625.0,0e4683c0218a4b355c30ef9c8384f92e
,1,4.0,,1,56.0,,1,35684.0,0e98354483875165c8c6d03713167753
1.4142135623730951,2,3.0,11.313708498984761,2,13.0,92838.17062232539,2,107245.5,0e9ecc37dee2c51dc64fd254b2bf8aab
3.3356269165491095,231,3.0,46.00086415607419,231,22.0,430054.70684905373,231,50000.0,0ebe44dd590f82451c9c4a34fd382e13
2.9891680544108303,59,3.0,29.2924351374698,59,15.0,31332.73159165971,59,9603.0,0ee9cc5f5f494ef6cb048cd563cb5260
2.8722813232690143,4,9.0,22.559181427229728,4,72.5,31178.626675090927,4,95220.82,0eef83bdf3f0b6e7cc08271a523d5128
2.2638462845343543,8,3.5,26.29468984958207,8,23.0,6892.379502305297,8,6857.639999999999,0ef5f25eac453f0b824a78022a1d82b8
2.7107878794399043,57,3.0,35.73185783247774,57,12.0,167163.82898799595,57,120000.0,0ef7ca0f4aa20e12b9805eb64ab5335b
3.5395613603462106,156,2.0,39.27149251135585,156,3.0,74419.89527996985,156,22999.5,0f089d0bf759322def15479ef133482e
2.9197811088875194,197,3.0,39.45920227202887,197,23.0,198574.37680816802,197,88320.5,0f526b40e36ebebece83776586e452d4
3.4641016151377544,7,4.0,34.52880095280019,7,13.0,30638.006537943158,7,27840.0,0f8926bea5ee9a2c50e7d1ffd07b6788
3.1169560503418787,23,1.0,37.75021922298464,23,1.0,116346.08033052094,23,21300.0,0f90460b6597bf7540dc219265544bbc
1.1547005383792515,3,2.0,25.403411844343534,3,3.0,221046.52043280398,3,377246.49,0fabf0a6c5ca6c6e6a682e0aaf7372b8
2.4998913533311975,146,2.0,32.549637251664215,146,5.0,209024.23882889905,146,105000.0,0fb8e5faad7ac1a87f870ffea2fa6382
2.760665519165326,59,3.0,32.34182386649066,59,14.0,27208.247822185065,59,13595.3,0fd9d06b2b2318528cfe152764844fa9
,1,0.0,,1,0.0,,1,247900.0,0fdc31e2861f1311cbc6cf79e6f646c6
3.364904254976847,31,2.0,30.462951233415687,31,16.0,29480.095107688026,31,15673.5,0fdcdabaa086e53b302923497434596e
2.862306599728242,42,3.0,44.50750631597887,42,13.0,161606.57419990114,42,57930.5,0fe7327c18ca333503cddde10ac34355
1.4928400545843576,21,2.0,29.501654513732262,21,2.0,37190.07647004264,21,6830.0,0feae8369cf92075bd7bf564ecfb6550
,1,1.0,,1,1.0,,1,182176.0,101660bf985060865c8e4af9c6aba15f
2.4039441275580953,20,2.0,28.5447017850949,20,12.0,153317.63562754815,20,40800.0,10174712a297b364222e82ada55ba975
